,station,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gubanpo Station,167주,먹방,먹스타,먹스타그램,맛스타,맛스타그램,맛집탐방,맛집투어,맛집,구반포맛집,구반포역맛집,반포,용두산,대창,대창구이,특양구이,대창맛집,맥켈란,고기스타그램,소주한잔,일상,일상스타그램,술한잔,,,,,,,,
2,Gubanpo Station,18주,무침만두,떡볶이,떡볶이맛집,즉석떡볶이,즉석떡볶이맛집,무침만두맛집,애플하우스무침만두,순대볶음,애플하우스순대볶음,수요미식회,수요미식회맛집,수요미식회학교앞떡볶이,수요미식회학교앞떡볶이편,반포,반포맛집,반포동,반포동맛집,구반포,구반포맛집,구반포역,구반포역맛집,안맛집스타그램,,,,,,,,
3,Gubanpo Station,5주,궁금한,애플하우스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Gubanpo Station,8주,먹스타그램,구반포역맛집,미소의집,즉석떡볶이,튀김순대,양념만두,어릴적학교앞에서파는맛,맛있다,yummy,,,,,,,,,,,,,,,,,,,,,
5,Gubanpo Station,12주,소통그램,소통합시다,맞팔대환영,소통좋아요,맞팔그램,선팔후맞팔,일상,맞팔스타그램,일상사진,맞팔가요,일상그램,맞팔100,맞팔,소통,선팔하면맞팔,인스타일상,맞팔하자,선팔은곧맞팔,선팔맞팔환영,소통환영,소통하자,맞팔선팔,맞팔환영,맞팔해,소소한일상,일상스타그램,맞팔로우,구반포역맛집,개신동,부천맛집
6,Gubanpo Station,37주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Gubanpo Station,65주,와인뷔페,카페람베리,무제한와인,와인바,브런치카페,방배동카페,방배동맛집,방배동,구반포역,구반포맛집,구반포역맛집,구반포역술집,구반포역카페,구반포카페,구반포술집,구반포역와인뷔페,구반포역와인바,크림파스타,크로크무슈,베죠타하몽크림파스타,크로크마담,방배동커피,,,,,,,,
8,Gubanpo Station,2주,선팔후맞팔,일상그램,맞팔좋아요,일상스타그램,맞팔하면선팔,소통,소통환영,소소한행복,맞팔해,소소한일상,맞팔댓,선팔하면맞팔,소통그램,데일리,소통해요,맞팔은댓글로,일상기록,맞팔환영해요,선맞팔,일상소통,맞팔해요,소통좋아요,맞팔하자,맞팔그램,맞팔환영,맞팔은댓,댓글소통,구반포역맛집,동원참치,
9,Gubanpo Station,0주,반포,구반포,구반포역카페,반포맛집,구반포역맛집,파리크라상,파리크리상반포점,반포빵집,빵맛집,먹스타그램,카페,빵카페,카페스타그램,빵스타그램,카페추천,빵집추천,서초구카페,여기가맛집,케이크맛집,터미널근처맛집,전화번호,0234789415,배달가능,사전예약,전화주문환영,해피오더,배민,요기요,쿠팡이츠,
10,Gubanpo Station,0주,미소의집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Gubanpo Station,0주,구반포역,구반포역맛집,애플하우스,떡볶이,떡볶이맛집,먹스타그램,맛집스타그램,,,,,,,,,,,,,,,,,,,,,,,
12,Gubanpo Station,1주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Gubanpo Station,1주,반포,구반포,구반포역카페,반포맛집,구반포역맛집,파리크라상,파리크리상반포점,반포빵집,빵맛집,먹스타그램,카페,빵카페,카페스타그램,빵스타그램,카페추천,빵집추천,서초구카페,여기가맛집,케이크맛집,터미널근처맛집,전화번호,0234789415,배달가능,사전예약,전화주문환영,해피오더,배민,요기요,쿠팡이츠,
14,Gubanpo Station,1주,삼계탕마을,삼대째맛집,구반포역맛집,국물이걸쭉,제대로된맛집이네,단일메뉴의위엄,찐맛집,여름대비,삼계탕으로몸보신,,,,,,,,,,,,,,,,,,,,,
15,Gubanpo Station,1주,애플하우스,무침만두,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Gubanpo Station,1주,애플하우스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Gubanpo Station,1주,구반포맛집,애플하우스,무침군만두,김치볶음밥,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Gubanpo Station,1주,미소의집,구반포역맛집,허름한간판에서느껴지는,맛집의포스,레알찐맛집,내가좋아하는맛,양념만두,순대튀김,별거아니게생겼는데,디게맛있네,짱짱추천합니당,,,,,,,,,,,,,,,,,,,
19,Gubanpo Station,1주,방배동맛집,방배동술집,구반포역맛집,이수역술집,총신대입구역맛집,내방역맛집,내방역술집,,,,,,,,,,,,,,,,,,,,,,,
20,Gubanpo Station,1주,반포,구반포,구반포역카페,반포맛집,구반포역맛집,파리크라상,파리크리상반포점,반포빵집,빵맛집,먹스타그램,카페,빵카페,카페스타그램,빵스타그램,카페추천,빵집추천,서초구카페,여기가맛집,케이크맛집,터미널근처맛집,전화번호,0234789415,배달가능,사전예약,전화주문환영,해피오더,배민,요기요,쿠팡이츠,
21,Gubanpo Station,1주,미소의집,튀김순대,떡볶이,무침만두,구반포역,구반포역맛집,튀김순대맛집,편스토랑,먹스타그램,솔직후기,맛스타그램,음식스타그램,먹스타,foodstagram,foodie,먹방,instafood,맛집,맛집추천,,,,,,,,,,,
22,Gubanpo Station,2주,문닫기전에가봐야할식당,구반포맛집,반포맛집,우리동네맛집,골목식당,반포수제비,반포집,수제비,메뉴는하나,줄서는집,단골집,수제비맛집,구반포역맛집,,,,,,,,,,,,,,,,,
23,Gubanpo Station,2주,먹방캐슬,먹방,맛집,mukbang,음식,대치캐슬,대치캐슬스포츠아카데미,반포동,반포맛집추천,동도참치,참치회덮밥,회,참치,구반포역맛집,,,,,,,,,,,,,,,,
24,Gubanpo Station,2주,먹방캐슬,먹방,맛집,mukbang,음식,대치캐슬,대치캐슬스포츠아카데미,반포동,반포맛집추천,동도참치,참치회덮밥,회,참치,구반포역맛집,,,,,,,,,,,,,,,,
25,Gubanpo Station,2주,반포,구반포,구반포역카페,반포맛집,구반포역맛집,파리크라상,파리크리상반포점,반포빵집,빵맛집,먹스타그램,카페,빵카페,카페스타그램,빵스타그램,카페추천,빵집추천,서초구카페,여기가맛집,케이크맛집,터미널근처맛집,전화번호,0234789415,배달가능,사전예약,전화주문환영,해피오더,배민,요기요,쿠팡이츠,
26,Gubanpo Station,2주,전주집,구반포역맛집,코다리찜,매콤한게땡기는날,좋은날,좋아요,헬요일빠샤,잘될건같은나,생각대로되는나,,,,,,,,,,,,,,,,,,,,,
27,Gubanpo Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Gubanpo Station,2주,먹방캐슬,먹방,맛집,mukbang,음식,대치캐슬,대치캐슬스포츠아카데미,반포동,반포맛집추천,동도참치,참치회덮밥,회,참치,구반포역맛집,,,,,,,,,,,,,,,,
29,Gubanpo Station,2주,떡볶이,맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Gubanpo Station,2주,맛집탐방,먹스타그램,반포맛집,서초맛집,두부보쌈,구반포역맛집,구반포맛집,점심메뉴추천,,,,,,,,,,,,,,,,,,,,,,
31,Gubanpo Station,2주,반포,구반포,구반포역카페,반포맛집,구반포역맛집,파리크라상,파리크리상반포점,반포빵집,빵맛집,먹스타그램,카페,빵카페,카페스타그램,빵스타그램,카페추천,빵집추천,서초구카페,여기가맛집,케이크맛집,터미널근처맛집,전화번호,0234789415,배달가능,사전예약,전화주문환영,해피오더,배민,요기요,쿠팡이츠,
32,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Gubanpo Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
